DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:         1
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
6393   SWITCH 62.5WG                      10X28     OZ          0          4.660
6395   SOLICAM DF                         5X10      LB          0         23.800
6398   STARANE NXT                        275GAL    GAL         0         66.360
6401   9/14 SYNGENTA COOL SEASON PAK      1EA       EA          0      5,500.000
6404   9/14 SYNGENTA GREENS ESSENTIAL     1EA       EA          0      6,200.000
6408   SULFUR 6L                          2X2.5     GAL         0          7.940
6411   SURESTART ECOBULK MX-IBC           250GAL    GAL         0         58.550
6411   SURESTART ECOBULK MX-IBC           250GAL    GAL         0         83.780
6413   SEVIN XLR PLUS                     2X2.5     GAL         0         49.620
6415   SEVIN 4F                           2X2.5     GAL         0         44.000
6430   9/15 SINBAR 80WDG                  6X5       LB          0         44.800
6430   9/15 SINBAR 80WDG                  6X5       LB          0         34.450
6440   SOLUTION WS (20X19 OZ. PAKS/CS)    20X19     OZ          0           .310
6449   STAMINA                            30GAL     GAL         0        444.000
6451   9/15 SPREADER - POWER PRO 2000     1EA       EA          0        859.000
6452   9/13 SUGAR MOVER                   275GAL    GAL         0         17.350
6453   9/12 SURESTART                     2X2.5     GAL         0         88.200
6453   9/12 SURESTART                     2X2.5     GAL         0         86.630
6469   STEADFAST - BULK                   480OZ     OZ          0         19.140
6469   STEADFAST - BULK                   480OZ     OZ          0         18.200
6481   SURPASS 6.4EC - BULK               BULK      GAL         0         90.540
6484   9/13 SURPASS 6.4EC                 2X2.5     GAL         0         99.650
6484   9/13 SURPASS 6.4EC                 2X2.5     GAL         0        104.480
6488   STOUT MULTIPACK                    CS        CS          0      2,140.160
DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:        17
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
=====  ===============================    =====     ===    ==========    =======
6492   SUBDUE MAXX                        2X1       GAL         0        510.000
6493   SUBDUE MAXX LINKPAK (RTN)          10GAL     GAL         0        498.000
6495   STRATEGO                           270GAL    GAL         0        194.250
6496   STAUNCH                            BULK      GAL         0         75.990
6497   9/14 TEMPO SC ULTRA (12X240MIL)    12X1      BTL         0         49.350
6497   9/14 TEMPO SC ULTRA (12X240MIL)    12X1      BTL         0         39.260
6497   9/14 TEMPO SC ULTRA (12X240MIL)    12X1      BTL         0         42.400
6502   9/13 TEMPO ULTRA GC (RUP) (8X90    8X1       BTL         0        145.350
6505   STRATEGO                           2X2.5     GAL         0        191.030
6505   STRATEGO                           2X2.5     GAL         0        199.500
6508   9/13 TAG TEAM LIQUID-SOYBEAN 4X    1EA       CS          0        579.380
6518   9/11 SPARTAN ADVANCE               250GAL    GAL         0         83.870
6518   9/11 SPARTAN ADVANCE               250GAL    GAL         0          7.200
6534   9/14 TETON AQUATIC ALGAECIDE       250GAL    GAL         0         71.950
6538   9/14 T-METHYL 70 WSB               6X5X1L    LB          0          9.280
6539   9/13 SYN-A17227A                   BULK      GAL         0         61.860
6553   STAUNCH                            120GAL    GAL         0         76.590
6556   9/13 TAG TEAM LCO-SOYBEAN 270OZ    CS        CS          0        676.290
6557   SURVEIL 4X(5# BTL+16.2 OZ BAG)     CS        CS          0      2,547.450
6559   9/14 TAGTEAM-DRYBEAN 7X4.75#BAG    1EA       CS          0      1,191.750
6569   9/12 STAMINA F3HL AXCESS KIT CS    1EA       EA          0     21,864.890
6575   STAMINA F3 HL                      2X2.5     GAL         0        406.340
6736   9/15 PHOSLOCK                      40LB      PAL         0        130.000
6796   9/14 STALKER                       4X1       QT          0         80.000
6884   9/14 SPECTICLE 20WSP (7X2.5 OZ)    1EA       EA          0        496.150
6885   SPECTICLE FLO                      2X1       GAL         0      1,544.000
6886   SPECTICLE FLO (18 FL.OZ.BTLS)      8X1       BTL         0        220.500
6911   SPRAKIL SK-13 (PAIL)               40LB      LB          0          1.450
6911   SPRAKIL SK-13 (PAIL)               40LB      LB          0          1.950
6921   CB TROPHY GOLD                     110GAL    GAL         0         26.690
6926   SPRAKIL SK-26 (BAG)                40LB      LB          0          2.430
6926   SPRAKIL SK-26 (BAG)                40LB      LB          0          2.300
6934   ULTRA PURE OIL                     30GAL     GAL         0         15.650
6935   9/13 TALSTAR GC GRANULAR (RUP)     50LB      LB          0          1.120
6938   9/12 TALSTAR EZ VERGE GRANULAR     25LB      LB          0           .830
6947   TARTAN FUNGICIDE                   2X2.5     GAL         0        440.000
6948   9/11 TEMIK  15G LOCK'N LOAD        45LB      LB          0          3.990
6954   9/15 TELAR XP (2 OZ. BOTTLES)      120X2     OZ          0         19.950
6955   TEBUSTAR 3.6L                      2X2.5     GAL         0         54.500
6958   9/15 THIMET 20G "LNL"              40LB      LB          0          3.450
6959   9/12 TEREMEC SP                    12X3      LB          0         15.000
6965   TENACITY HERBICIDE                 4X1       GAL         0        747.000
6969   TETRA-BOR 15                       50LB      LB          0           .695
6972   TOPNOTCH                           BULK      GAL         0         30.140
6972   TOPNOTCH                           BULK      GAL         0         43.650
6975   9/13 THRIVE ICE AWAY EXTREME       50LB      BAG         0          9.450
6975   9/13 THRIVE ICE AWAY EXTREME       50LB      BAG         0          9.450
6979   9/12 THUNDER MASTER                250GAL    GAL         0         19.750
6987   TERRA GREEN 5/20 COARSE            50LB      LB          0           .200
6988   TERRA GREEN 16/30 FINE             50LB      LB          0           .215
DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:        18
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
=====  ===============================    =====     ===    ==========    =======
6991   TRIGARD 75W (18X6X2.66)            18X6X2    OZ          0         10.110
6994   TOPSITE 2.5G (PAIL)                40LB      LB          0          1.450
6998   9/13 TEE TIME FFII 147-3-3 W/PC    35LB      BAG         0         89.250
7004   TOTAL GREEN II (22%FE+55%S)        50LB      LB          0           .650
7012   TARTAN STRESSGARD FUNGICIDE        2X2.5     GAL         0        440.000
7017   9/12 3336 FLOWABLE                 4X1       GAL         0        144.350
7020   9/12 3336 G FUNGICIDE              30LB      LB          0          1.610
7030   TORQUE IF (IN-FURROW)              2X2.5     GAL         0         31.540
7081   TOUCHDOWN CT                       BULK      GAL         0         14.390
7096   TOUCHDOWN TOTAL                    30GAL     GAL         0         20.040
7162   TRILEX 2000                        2X2.5     GAL         0        322.400
7179   TRIPLEFLEX                         265GAL    GAL         0         82.620
7180   TRIPLEFLEX                         BULK      GAL         0         80.020
7190   TREEVIX                            6X10OZ    OZ          0         15.660
7191   TRIBUTE TOTAL WDG (6 OZ.BTLS)      6X1       BTL         0        325.900
7200   9/12 TREFLAN TR10                  50LB      LB          0           .950
7200   9/12 TREFLAN TR10                  50LB      LB          0           .960
7200   9/12 TREFLAN TR10                  50LB      LB          0           .920
7205   TREFLAN 4D                         2X2.5     GAL         0         24.190
7206   TRELLIS (6X4X1LB CASE)             4X1       LB          0         68.250
7219   9/15 TRIBUTE TOTAL WDG (6 OZ.BT    20X1      BTL         0        319.500
7220   9/13 TRICURE AD (100%)             2X2.5     GAL         0         74.100
7226   9/12 TRIMEC PLUS (GOLF & SOD LA    2X2.5     GAL         0         42.200
7227   9/13 TRIMEC PLUS (GOLF & SOD LA    4X1       GAL         0         46.900
7240   TRIFLURALIN 10G                    1000LB    LB          0           .780
7242   TRIFLURALIN 10G                    50LB      LB          0           .780
7242   TRIFLURALIN 10G                    50LB      LB          0           .780
7244   TRIMEC CLASSIC BROADLEAF           55GAL     GAL         0         24.200
7249   9/15 TRITON FLO FUNGICIDE          4X1       GAL         0        637.500
7250   9/13 TRITON 70 WDG FUNGICIDE       6X2       LB          0        136.500
7252   TRIMEC CLASSIC BROADLEAF           4X1       GAL         0         39.870
7258   TRIMEC 992 - NON RTN               55GAL     GAL         0         20.700
7258   TRIMEC 992 - NON RTN               55GAL     GAL         0         20.700
7264   TRIMEC 992 - NON RTN               30GAL     GAL         0         20.900
7264   TRIMEC 992 - NON RTN               30GAL     GAL         0         20.900
7266   TRIMEC CLASSIC BROADLEAF           2X2.5     GAL         0         38.820
7270   9/15 TURF ENHANCER 2SC             64OZ      OZ          0          2.750
7278   9/12 TURF KING 34-0-6 W/90% DUR    50LB      BAG         0         51.800
7284   TURF KING 25-0-5 W/50% XCU         50LB      BAG         0         21.420
7288   9/14 TRIMEC CLASSIC LOW ODOR (R    14GAL     GAL         0         36.450
7288   9/14 TRIMEC CLASSIC LOW ODOR (R    14GAL     GAL         0         36.450
7295   9/14 T-ZONE HERBICIDE              2X2.5     GAL         0         72.050
7298   9/14 T-ZONE HERBICIDE              4X1       GAL         0         75.800
7301   ULV FLOW CONTROL RETRO KIT-S.F.    1EA       EA          0      5,063.000
7302   9/15 ULV FLOW CONTROL,PDS RETRO    1EA       EA          0      2,735.000
7310   9/14 UPBEET                        10X4      OZ          0         72.920
7322   ULV UNIT-COUGAR SF-VF W/RADAR      1EA       EA          0     12,265.000
7329   ULV FLOW RETRO KIT SF W/O PUMP     1EA       EA          0      3,707.000
7335   9/12 TURFLON ESTER                 2X2.5     GAL         0        133.580
7337   9/14 ULV UNIT-XKE (8.5 H.P.)       1EA       EA          0      8,179.000
DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:        19
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
=====  ===============================    =====     ===    ==========    =======
7347   TRIMEC SUPER BRUSH KILLER          4X1       GAL         0         65.950
7362   TRIMMIT 2SC                        4X1       GAL         0        434.000
7363   TRIMMIT 2SC                        2X2.5     GAL         0        398.000
7625   VANGARD WG                         4X50      OZ          0          3.570
7632   VELISTA WDG TURF FUNGICIDE         6X22      OZ          0          8.500
7649   VIVANDO                            4X1       GAL         0        185.500
7656   9/14 TURF MARK BLUE                2X2.5     GAL         0         35.300
7669   9/13 VECTOMAX CG (FINE GRADE)      40LB      LB          0          7.620
7670   9/13 VECTOMAX G                    40LB      LB          0          7.620
7770   CB 4# LV ESTER                     4X1       GAL         0         19.670
7770   CB 4# LV ESTER                     4X1       GAL         0         20.150
7770   CB 4# LV ESTER                     4X1       GAL         0         24.670
7788   VECTOLEX WDG                       25LB      LB          0         41.500
7790   9/13 VECTOBAC TP                   25LB      LB          0         57.050
7792   9/14 VECTOLEX CG                   40LB      LB          0          6.640
7794   9/14 VOLLEY                        110GAL    GAL         0         79.220
7795   CB 4# LV ESTER                     30GAL     GAL         0         18.820
7795   CB 4# LV ESTER                     30GAL     GAL         0         23.040
7795   CB 4# LV ESTER                     30GAL     GAL         0         18.400
7796   VOLLEY                             2X2.5     GAL         0         89.770
7797   VOLLEY ATZ                         250GAL    GAL         0         21.090
7798   9/14 VOLLEY ATZ                    BULK      GAL         0         31.810
7798   9/14 VOLLEY ATZ                    BULK      GAL         0         20.570
7799   CB 4# LV ESTER                     55GAL     GAL         0         18.380
7799   CB 4# LV ESTER                     55GAL     GAL         0         23.010
7799   CB 4# LV ESTER                     55GAL     GAL         0         18.800
7800   VOLLEY ATZ                         110GAL    GAL         0         40.350
7801   CB 4# LV ESTER - RTN               110GAL    GAL         0         17.350
7801   CB 4# LV ESTER - RTN               110GAL    GAL         0         18.630
7802   CB 4# LV ESTER                     220GAL    GAL         0         18.630
7806   VOLLEY ATZ                         2X2.5     GAL         0         45.630
7807   VOLLEY ATZ LITE                    BULK      GAL         0         52.200
7808   VOLLEY ATZ LITE                    110GAL    GAL         0         49.150
7810   VOLLEY ATZ LITE                    2X2.5     GAL         0         51.280
7813   VOLLEY ATZ                         220GAL    GAL         0         32.260
7813   VOLLEY ATZ                         220GAL    GAL         0         42.400
7818   VOLLEY ATZ LITE                    220GAL    GAL         0         51.750
7820   VOLLEY ATZ LITE-NON RETURNABLE     110GAL    GAL         0         51.750
7821   VOLLEY ATZ LITE                    250GAL    GAL         0         52.800
7823   VOLLEY ATZ                         120GAL    GAL         0         32.260
7823   VOLLEY ATZ                         120GAL    GAL         0         43.250
7824   9/14 VOLLEY                        120GAL    GAL         0         85.700
7825   9/14 VOLLEY ATZ LITE               120GAL    GAL         0         25.720
7831   CB 4# AMINE                        30GAL     GAL         0         17.300
7836   CB 4# AMINE                        55GAL     GAL         0         16.910
7838   CB 4# AMINE                        110GAL    GAL         0         13.930
7846   9/14 WATER FX CONDITIONING AGEN    6X4LB     LB          0          4.500
7849   9/13 WEDGLE INJECTION GUN-W/CAS    1EA       EA          0        545.000
8015   VOLLEY ATZ LITE NXT                220GAL    GAL         0         55.320
8288   CB 6# LV ESTER                     30GAL     GAL         0         24.270
DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:        20
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
=====  ===============================    =====     ===    ==========    =======
8288   CB 6# LV ESTER                     30GAL     GAL         0         29.710
8288   CB 6# LV ESTER                     30GAL     GAL         0         25.310
8290   CB 6# LV ESTER                     55GAL     GAL         0         24.250
8290   CB 6# LV ESTER                     55GAL     GAL         0         29.690
8290   CB 6# LV ESTER                     55GAL     GAL         0         23.860
8292   CB 6# LV ESTER                     BULK      GAL         0         27.320
8293   CB 6# LV ESTER - NON RTN           110GAL    GAL         0         22.360
8294   CB 6# LV ESTER - RTN               110GAL    GAL         0         24.080
8294   CB 6# LV ESTER - RTN               110GAL    GAL         0         24.080
8300   9/15 CROSSBOW (DOW LABEL)          4X1       GAL         0         66.300
8830   9/14 VENOM                         10X1LB    LB          0        122.850
8835   9/14 VELPAR ALFAMAX (14.2 MULTI    14.2      CS          0        136.800
8840   VOLIAM FLEXI 40WG                  6X16      OZ          0          7.170
8841   VOLIAM XPRESS                      4X128     OZ          0          3.690
8842   VOLIAM XPRESS                      4X32      OZ          0          3.690
8911   WARRIOR W/ZEON TECHNOLOGY          4X1       GAL         0        225.000
8928   WIDEMATCH                          275GAL    GAL         0         62.950
8930   9/10 WIDEMATCH                     250GAL    GAL         0         59.370
8936   WOLFPACK ADVANCED                  2X2.5     GAL         0         36.350
8939   WIDEMATCH                          30GAL     GAL         0         61.950
8939   WIDEMATCH                          30GAL     GAL         0         59.890
8944   9/13 X-TRA POWER                   2X2.5     GAL         0         22.000
8944   9/13 X-TRA POWER                   2X2.5     GAL         0         24.300
8948   9/13 ZENITH 0.5 GRANULAR           30LB      LB          0          1.020
8954   9/13 YIELD SHIELD                  2X2       LB          0        220.390
8955   9/15 ZYLAM 20 SG INSECTICIDE       4X2.7     LB          0         87.150
8956   9/14 XENTARI DF                    6X5LB     LB          0         15.700
8957   9/14 XENTARI DF                    30X1LB    LB          0         16.900
9011   11-52-0 GRANULAR                   BULK      TON         0        403.660
9034   AG GYPSUM                          BULK      TON         0         49.000
9038   BLU MIN 34% ZINC - BULK            BULK      TON         0        599.000
9925   HAGIE COVER CROP SEEDING                     ACR         0         10.000
9952   GPS 4.34 ACRE GRID SAMPLE + SUL              ACR         0          6.300
9953   GPS 4.34 ACRE GRID SAMPLE+ZN&SU              ACR         0          9.000
9962   GPS 2.5 ACRE GRID SAMPLE+SULFUR              ACR         0          7.500
9966   SOIL SAMPLE CHARGES - NITRATES               TST         0          7.700
9967   SOIL SAMPLE CHARGES - OLSEN                  TST         0          9.250
9968   GPS 4.34 ACRE GRID SAMPLING                  ACR         0          7.500
9971   GPS GRID SAMPLING+SULFUR                     ACR         0          7.800
9972   GPS 4.34 ACRE GRID SAMPLE                    ACR         0          6.000
9973   GPS 4.34 ACRE GRID SAMPLE +ZINC              ACR         0          6.300
9975   GPS GRID SAMPLING+ZINC & SULFUR              ACR         0          5.500
9976   GPS 2.5 ACRE GRID SAMPLE + ZINC              ACR         0          7.500
9979   GPS VAR SPR 1-FERT W/SPINER BOX              ACR         0          1.070
9987   FALL CHEMICAL APPLICATION - LIQ              ACR         0          3.000
9993   AIR SEEDING                                  ACR         0          3.250
9995   DRY IMPREGNATION                             ACR         0          4.000
9996   FALL IMPREGNATED                             ACR         0          3.000
5785   PRECISIONPAC VMI - COMBO 760       PAC       OZ          2          1.800
5787   PRECISIONPAC VMI - COMBO 771       PAC       OZ          2          4.380
DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:        21
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
=====  ===============================    =====     ===    ==========    =======
5915   PRECISIONPAC VMI - COMBO 782       PAC       OZ          2          2.990
5931   PRECISIONPAC VMI - COMBO 800       PAC       OZ          2          2.420
6306   PRECISIONPAC VMI - COMBO 105       PAC       OZ          2          1.530
6310   PRECISIONPAC VMI - COMBO 770       PAC       OZ          2          4.430
6336   PRECISIONPAC VMI - COMBO 810       PAC       OZ          2         10.410
6428   PRECISIONPAC VMI - COMBO 10        PAC       OZ          2          5.880
6520   PRECISIONPAC VMI - COMBO 108       PAC       OZ          2          4.630
6526   PRECISIONPAC VMI - COMBO 761       PAC       OZ          2          1.290
6531   PRECISIONPAC VMI-CLASSIC           PAC       OZ          2         13.510
6581   PRECISIONPAC VMI - ALLY XP         PAC       OZ          2          8.230
6582   PRECISIONPAC VMI - COMBO 1         PAC       OZ          2          9.890
6583   PRECISIONPAC VMI - COMBO 2         PAC       OZ          2          7.320
6584   PRECISIONPAC VMI - COMBO 3         PAC       OZ          2          7.100
6585   PRECISIONPAC VMI - COMBO 100       PAC       OZ          2          2.000
6586   PRECISIONPAC VMI - COMBO 4         PAC       OZ          2         11.190
6587   PRECISIONPAC VMI - COMBO 101       PAC       OZ          2          1.320
6588   PRECISIONPAC VMI - COMBO 5         PAC       OZ          2          7.460
6589   PRECISIONPAC VMI - COMBO 6         PAC       OZ          2          8.410
6591   PRECISIONPAC VMI - COMBO 21        PAC       OZ          2          9.090
6593   PRECISIONPAC VMI - EXPRESS TS      PAC       OZ          2         16.420
6595   PRECISIONPAC VMI - HARMONYSG TS    PAC       OZ          2         29.810
6604   PRECISIONPAC VMI - COMBO 103       PAC       OZ          2          2.100
6607   PRECISIONPAC VMI - COMBO 104       PAC       OZ          2          2.470
6692   PRECISIONPAC VMI - COMBO 11        PAC       OZ          2          6.190
6700   PRECISIONPAC VMI - COMBO 12        PAC       OZ          2          6.700
6702   PRECISIONPAC VMI - COMBO 106       PAC       OZ          2          2.680
6703   PRECISIONPAC VMI - COMBO 107       PAC       OZ          2          3.580
6707   PRECISIONPAC VMI - COMBO 17        PAC       OZ          2          6.280
6710   PRECISIONPAC VMI - COMBO 55        PAC       OZ          2          5.920
6712   PRECISIONPAC VMI - COMBO 56        PAC       OZ          2          5.900
6720   PRECISIONPAC VMI - COMBO 790       PAC       OZ          2          4.740
6722   PRECISIONPAC VMI - COMBO 803       PAC       OZ          2          2.780
1501   APRON MAXX RTA & MOLY              2X2.5     GAL         7        123.710
1502   APRON MAXX RTA                     2X2.5     GAL         7        103.090
1504   APRON MAXX RTA & MOLY              15GAL     GAL         7        123.710
1987   BRUSHMASTER                        4X1       GAL         7         58.300
2076   C-CAT                              BULK      GAL         7          8.040
2077   C-CAT                              275GAL    GAL         7          9.380
2121   CASORON 4G (OHP LABEL)             25LB      LB          7          2.950
2251   CONTANS WG                         1X50LB    LB          7         19.300
2397   CRUISER 5FS CEREALS                4X1       GAL         7        768.040
2590   DAMOIL DORMANT SPRAY OIL           2X2.5     GAL         7         10.150
2915   DIURON 4L                          30GAL     GAL         7         20.820
2935   DIURON 80DF                        10X5      LB          7          3.970
2936   DIURON 80DF                        25LB      LB          7          3.970
2937   DIURON 4L                          2X2.5     GAL         7         20.820
2940   DIVIDEND XL RTA                    2X2.5     GAL         7         73.200
3031   DUSTA-CIDE 6                       50LB      LB          7          1.490
3186   FASTDRAW SOFT BAIT                 8LB       PAL         7         66.600
3594   FUMITOXIN ROUND TABLETS(14X500)    14X1      BTL         7         24.500
DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:        22
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
=====  ===============================    =====     ===    ==========    =======
3597   FUMITOXIN TABLETS SHIPPING BOX     EA        EA          7          6.550
3598   FUMITOXIN PELLETS SHIPPING BOX     EA        EA          7          6.550
3599   FUMITOXIN PELLETS (14X2490)        14X1      BTL         7         24.500
3715   HI-DEP                             2X2.5     GAL         7         24.120
3741   HI-DEP                             275GAL    GAL         7         23.250
3743   HI-DEP - NON RTN                   30GAL     GAL         7         23.660
4228   MALATHION 57EC                     2X2.5     GAL         7         35.350
4239   MALATHION 5EC (DREXEL)             2X2.5     GAL         7         35.350
4268   MALATHION 5EC (DREXEL)             4X1       GAL         7         35.600
4452   COPPER-COUNT-N                     2X2.5     GAL         7         22.400
5260   MEGA-ZONE                          2X2.5     GAL         7         61.190
5261   MMTS                               50LB      LBS         7          1.960
5263   MAXIM 4FS                          4X1       GAL         7      2,329.900
5468   MERTECT 340-F                      2X2       GAL         7        376.290
6396   SEVIN SL (PROKOZ)                  2X2.5     GAL         7         39.450
6397   SEVIN SL (BAYER)                   2X2.5     GAL         7         39.450
6500   TEMPO WP ULTRA (6X420 GRAM)        6X1       BTL         7         66.250
6949   TEMPO SC ULTRA (8X900 MIL)         8X1       BTL         7        154.200
6992   TEMPO SC ULTRA (6 X 240 MIL)       6X1       BTL         7         42.400
7252   TRIMEC CLASSIC BROADLEAF           4X1       GAL         7         39.550
7254   TRIMEC CLASSIC BROADLEAF           30GAL     GAL         7         37.200
7266   TRIMEC CLASSIC BROADLEAF           2X2.5     GAL         7         38.700
7641   VESSEL HERBICIDE                   2X2.5     GAL         7         25.700
7642   VESSEL HERBICIDE                   30GAL     GAL         7         24.900
7643   VESSEL HERBICIDE                   55GAL     GAL         7         24.500
7644   VESSEL HERBICIDE - RTN             275GAL    GAL         7         24.150
7645   VESSEL HERBICIDE                   4X1       GAL         7         27.650
1919   BREAKFREE NXT-VMI                  BULK      GAL        10         56.330
1922   BREAKFREE NXT ATZ-VMI              BULK      GAL        10         28.950
1925   BREAKFREE NXT LITE-VMI             BULK      GAL        10         33.660
2231   CINCH-VMI                          BULK      GAL        10         87.290
2232   CINCH ATZ-VMI                      BULK      GAL        10         32.750
6372   CINCH ATZ LITE-VMI                 BULK      GAL        10         43.000
1015   AACESS PENETRATOR                  2X2.5     GAL        17         19.300
1215   ABATE 5% PELLETS(SKEETER ABATE)    2X22      LB         17         12.900
1219   ABATE 4E                           2X2.5     GAL        17        408.000
1374   ANVIL 10 + 10 ULV                  2X2.5     GAL        17        285.700
1377   ANVIL 2 + 2 ULV                    2X2.5     GAL        17         67.150
1379   ANVIL 2 + 2 ULV                    55GAL     GAL        17         65.500
1510   AQUAANVIL ULV INSECTICIDE          2X2.5     GAL        17        334.000
1511   AQUALUER 20-20 ULV                 30GAL     GAL        17        157.000
1512   AQUAHALT ULV INSECTICIDE           2X2.5     GAL        17        511.000
1514   AQUAHALT ULV INSECTICIDE           55GAL     GAL        17        404.000
1517   AQUALUER 20-20 ULV                 2X2.5     GAL        17        157.000
1532   ARSENAL 0.5G (PAILS)               40LB      LB         17          2.850
1539   ASANA XL                           4X1       GAL        17         71.690
1557   B.T.I. BRIQUETS                    100       CS         17         77.500
1658   BARRIER 50W                        6X4       LB         17         43.000
1659   CB BASE                            2X2.5     GAL        17         18.690
1875   BIOMIST 3 + 15                     2X2.5     GAL        17         68.150
DSCPRD.IN                                                        DATE:   3/07/16
                          DISCOUNT SCHEDULES AND PRICES          PAGE:        23
                              FOR RETAIL PRODUCTS                               


                                          PKG               DISCOUNT     CURRENT
PRD #            DESCRIPTION              SIZE      UOM    SCHEDULE #     PRICE 
=====  ===============================    =====     ===    ==========    =======
1896   BIOMIST 3 + 15                     55GAL     GAL        17         65.050
1898   BIOMIST 30 + 30                    2X2.5     GAL        17        152.000
1907   BK 800                             2X2.5     GAL        17         78.800
1985   BUCCANEER                          2X2.5     GAL        17         16.800
1987   BRUSHMASTER                        4X1       GAL        17         56.550
1991   BUCCANEER                          265GAL    GAL        17         15.300
1992   BUCCANEER PLUS                     265GAL    GAL        17         15.500
1999   BUCCANEER                          30GAL     GAL        17         15.800
2004   BUCCANEER PLUS                     2X2.5     GAL        17         17.000
2008   BUCCANEER PLUS                     30GAL     GAL        17         16.000
2020   BOOTHILL BLOCKS                    8X1       LB         17          3.740
2021   BOOTHILL PELLETS(90X1.5OZ/PAIL)    90X1.5    OZ         17           .360
2023   BUCCANEER 5 EXTRA                  265GAL    GAL        17         20.000
2038   BUCCANEER 5 EXTRA                  2X2.5     GAL        17         21.500
2039   BUCCANEER 5 EXTRA                  30GAL     GAL        17         20.500
2040   BULLSEYE SPRAYPATTERN INDICATOR    2X2.5     GAL        17         44.250
2057   BVA 13 FORMULATING OIL             5GAL      GAL        17          7.900
2060   BVA 13 FORMULATING OIL             55GAL     GAL        17          6.200
2061   BVA 2 LARVICIDING OIL              55GAL     GAL        17          7.550
2129   CENTYNAL INSECTICIDE               4X1       GAL        17        290.500
2152   CLEARIGATE                         30GAL     GAL        17         22.850
2153   CLEARIGATE                         5GAL      GAL        17         26.900
2198   CLEARIGATE - RTN                   275GAL    GAL        17         20.850
2200   CB COMPATIBILITY AGENT             4X1       GAL        17         25.930
2213   COCOBEAR MOSQUITO LARVICIDE OIL    2X2.5     GAL        17         23.400
2214   COCOBEAR MOSQUITO LARVICIDE OIL    55GAL     GAL        17         19.450
2246   COPPERHEAD (IMAZ.-1,200 SHELLS)    1EA       BOX        17        269.000
2750   DIACON-D IGR                       40LB      LB         17          3.280
2756   DIACON IGR (4X1 LITER BTL)         4X1       BTL        17        159.500
2757   DIACON IGR                         4X1       GAL        17        573.750
2770   DIAMONDBACK (GLYPH.-1200 SHELLS    1EA       BOX        17        229.000
2960   CB DRI-GARD                        45LB      LB         17          1.230
2962   CB DRI-GARD                        9LB       LB         17          1.380
3022   DUET ULV INSECTICIDE               2X2.5     GAL        17        201.600
3026   DUET ULV INSECTICIDE               55GAL     GAL        17        187.700
3031   DUSTA-CIDE 6                       50LB      LB         17          1.450
3050   ENVION 30-30 ULV                   2X2.5     GAL        17        158.500
3056   ENVION 30-30 ULV                   30GAL     GAL        17        158.500
3092   EPTAM 7E                           2X2.5     GAL        17         45.750
3176   EZ-JECT SOIL INJECTOR (S1)         1EA       EA         17        795.000
3181   EZ-JECT TREE LANCE (STANDARD)      1EA       EA         17        495.000
3186   FASTDRAW SOFT BAIT                 8LB       PAL        17         64.600
3194   EVOLUER 30-30 ULV                  30GAL     GAL        17         97.000
3195   EVOLUER 30-30 ULV                  2X2.5     GAL        17         97.000
3196   EVOLUER 4-4 ULV                    2X2.5     GAL        17         29.100
3197   EVOLUER 4-4 ULV                    55GAL     GAL        17         27.300
3207   ENVION 4-4 RTU ULV                 55GAL     GAL        17         27.300
3211   ENVION 4-4 RTU ULV                 2X2.5     GAL        17         29.100
3265   GIANT DESTROYER(12 CARDS=96 OZ)    4X2 OZ    OZ         17           .530
3533   GLYPHOSATE 4 PLUS (ALLIGARE)       2X2.5     GAL        17         17.000
DSCPRD.IN                                                        DATE:   3/07/16
